Lectura regla,V. Acum.,Area,V. Parcial,Cota
23.38,23152012.00,2912337.00,29114.00,1138.00
23.39,23181145.00,2914219.00,29133.00,1138.00
23.40,23210296.00,2916102.00,29152.00,1138.00
23.41,23239467.00,2917984.00,29170.00,1138.00
23.42,23268656.00,2919866.00,29189.00,1138.00
23.43,23297864.00,2921749.00,29208.00,1138.00
23.44,23327091.00,2923631.00,29227.00,1138.00
23.45,23356337.00,2925513.00,29246.00,1138.00
23.46,23385601.00,2927396.00,29265.00,1138.00
23.47,23414885.00,2929278.00,29283.00,1138.00
23.48,23444187.00,2931161.00,29302.00,1138.00
23.49,23473508.00,2933043.00,29321.00,1138.00
23.50,23502848.00,2935019.00,29340.00,1138.00
23.51,23532208.00,2936995.00,29360.00,1138.00
23.52,23561588.00,2938971.00,29380.00,1138.00
23.53,23590988.00,2940948.00,29400.00,1138.00
23.54,23620407.00,2942924.00,29419.00,1138.00
23.55,23649846.00,2944900.00,29439.00,1138.00
23.56,23679305.00,2946876.00,29459.00,1138.00
23.57,23708784.00,2948852.00,29479.00,1138.00
23.58,23738282.00,2950828.00,29498.00,1138.00
23.59,23767800.00,2952805.00,29518.00,1138.00
23.60,23797338.00,2954781.00,29538.00,1138.00
23.61,23826896.00,2956757.00,29558.00,1138.00
23.62,23856473.00,2958733.00,29577.00,1138.00
23.63,23886071.00,2960709.00,29597.00,1138.00
23.64,23915687.00,2962685.00,29617.00,1138.00
23.65,23945324.00,2964662.00,29637.00,1138.00
23.66,23974981.00,2966638.00,29656.00,1138.00
23.67,24004657.00,2968614.00,29676.00,1138.00
23.68,24034353.00,2970590.00,29696.00,1138.00
23.69,24064069.00,2972566.00,29716.00,1138.00
23.70,24093804.00,2974543.00,29736.00,1138.00
23.71,24123560.00,2976519.00,29755.00,1138.00
23.72,24153335.00,2978495.00,29775.00,1138.00
23.73,24183130.00,2980471.00,29795.00,1138.00
23.74,24212944.00,2982447.00,29815.00,1139.00
23.75,24242777.00,2984217.00,29833.00,1139.00
23.76,24272628.00,2985987.00,29851.00,1139.00
23.77,24302497.00,2987756.00,29869.00,1139.00
23.78,24332384.00,2989526.00,29886.00,1139.00
23.79,24362288.00,2991296.00,29904.00,1139.00
23.80,24392209.00,2993065.00,29922.00,1139.00
23.81,24422149.00,2994835.00,29940.00,1139.00
23.82,24452106.00,2996605.00,29957.00,1139.00
23.83,24482081.00,2998374.00,29975.00,1139.00
23.84,24512074.00,3000144.00,29993.00,1139.00
23.85,24542084.00,3001914.00,30010.00,1139.00
23.86,24572112.00,3003683.00,30028.00,1139.00
23.87,24602158.00,3005453.00,30046.00,1139.00
23.88,24632221.00,3007223.00,30063.00,1139.00
23.89,24662302.00,3008992.00,30081.00,1139.00
23.90,24692401.00,3010762.00,30099.00,1139.00
23.91,24722517.00,3012532.00,30116.00,1139.00
23.92,24752652.00,3014301.00,30134.00,1139.00
23.93,24782803.00,3016071.00,30152.00,1139.00
23.94,24812973.00,3017841.00,30170.00,1139.00
23.95,24843160.00,3019611.00,30187.00,1139.00
23.96,24873365.00,3021380.00,30205.00,1139.00
23.97,24903588.00,3023150.00,30223.00,1139.00
23.98,24933828.00,3024920.00,30240.00,1139.00
23.99,24964086.00,3026689.00,30258.00,1139.00
24.00,24994358.00,3027672.00,30272.00,1139.00
24.01,25024640.00,3028654.00,30282.00,1139.00
24.02,25054931.00,3029636.00,30291.00,1139.00
24.03,25085232.00,3030619.00,30301.00,1139.00
24.04,25115543.00,3031601.00,30311.00,1139.00
24.05,25145864.00,3032584.00,30321.00,1139.00
24.06,25176195.00,3033566.00,30331.00,1139.00
24.07,25206536.00,3034549.00,30341.00,1139.00
24.08,25236886.00,3035531.00,30350.00,1139.00
24.09,25267246.00,3036513.00,30360.00,1139.00
24.10,25297616.00,3037496.00,30370.00,1139.00
24.11,25327996.00,3038478.00,30380.00,1139.00
24.12,25358386.00,3039461.00,30390.00,1139.00
24.13,25388785.00,3040443.00,30400.00,1139.00
24.14,25419195.00,3041425.00,30409.00,1139.00
24.15,25449614.00,3042408.00,30419.00,1139.00
24.16,25480043.00,3043390.00,30429.00,1139.00
24.17,25510482.00,3044373.00,30439.00,1139.00
24.18,25540930.00,3045355.00,30449.00,1139.00
24.19,25571389.00,3046337.00,30458.00,1139.00
24.20,25601857.00,3047320.00,30468.00,1139.00
24.21,25632335.00,3048302.00,30478.00,1139.00
24.22,25662823.00,3049285.00,30488.00,1139.00
24.23,25693321.00,3050267.00,30498.00,1139.00
24.24,25723829.00,3051249.00,30508.00,1139.00
